Date,aqi,co,dew,humidity,no2,o3,pm10,pm25,precipitation,pressure,so2,temperature,wind gust,wind speed
2020-10-30,,5.0,20.3,97.6,3.0,,1.0,,0.2,1003.5,18.0,21.0,,2.0
2020-10-31,,5.0,21.4,92.4,5.0,,1.0,,99.3,1003.2,18.0,22.2,,2.0
2020-11-01,,5.0,21.9,93.0,4.0,,1.0,,,1002.4,18.0,23.6,,2.0
2020-11-02,,5.0,22.3,88.5,4.0,,25.0,36.0,,1002.1,18.0,23.0,,2.0
2020-11-03,,4.0,18.4,81.5,2.0,,31.0,34.0,,1004.1,18.0,21.2,,2.0
2020-11-04,,5.0,18.1,81.4,4.0,,69.0,105.0,,1003.5,18.0,21.0,,1.0
2020-11-05,,5.0,19.3,80.7,6.0,,76.0,119.0,,1003.5,18.0,22.8,,1.0
2020-11-06,,6.0,20.5,87.5,4.0,,71.0,123.0,,1003.6,18.0,22.4,,3.0
2020-11-07,,5.0,19.7,75.8,3.0,,48.0,58.0,,1004.2,18.0,23.0,,2.0
2020-11-08,,4.0,18.8,75.6,2.0,,51.0,57.0,,1005.1,18.0,22.9,,2.0
2020-11-09,,4.0,15.3,60.3,2.0,,61.0,72.0,,1004.5,18.0,22.0,,2.0
2020-11-10,,4.0,15.8,65.3,3.0,,70.0,85.0,,1004.9,18.0,22.3,,2.0
2020-11-11,,4.0,15.6,65.8,5.0,,75.0,100.0,,1006.5,18.0,22.1,,2.0
2020-11-12,,5.0,16.8,73.4,5.0,,69.0,101.0,,1005.6,18.0,22.6,,2.0
2020-11-13,,4.0,15.9,71.2,4.0,,55.0,72.0,,1003.7,18.0,22.0,,2.0
2020-11-14,,4.0,16.9,69.1,4.0,,47.0,59.0,,1003.3,18.0,20.3,,3.0
2020-11-15,,4.0,18.0,97.5,3.0,,18.0,27.0,0.3,1003.2,17.0,18.5,,3.0
2020-11-16,,5.0,20.9,98.8,4.0,,24.0,36.0,1.1,1002.5,17.0,21.1,,2.0
2020-11-17,,5.0,21.5,95.3,8.0,,39.0,60.0,0.5,999.8,18.0,22.6,,1.0
2020-11-18,,4.0,22.8,97.0,4.0,,29.0,41.0,99.0,998.2,17.0,23.1,,1.0
2020-11-19,,4.0,22.8,97.0,5.0,,30.0,45.0,,997.7,18.0,23.0,,1.0
2020-11-20,,4.0,22.6,95.3,6.0,,24.0,35.0,,998.1,18.0,23.0,,1.0
2020-11-21,,4.0,23.1,97.0,4.0,,20.0,26.0,,998.8,17.0,23.6,,1.0
2020-11-22,,4.0,23.5,93.6,8.0,,38.0,52.0,,1001.9,19.0,23.5,,1.0
2020-11-23,,4.0,22.2,89.7,7.0,,40.0,57.0,,1003.4,20.0,23.0,,1.0
2020-11-24,,5.0,20.8,87.3,10.0,,53.0,92.0,,1003.9,19.0,22.2,,1.0
2020-11-25,,5.0,20.9,90.2,7.0,,25.0,40.0,,1003.3,18.0,22.3,,2.0
2020-11-26,,4.0,20.9,88.5,9.0,,24.0,33.0,,1004.3,19.0,22.6,,2.0
2020-11-27,,5.0,20.7,87.4,5.0,,28.0,47.0,,1006.1,19.0,22.9,,1.0
2020-11-28,,4.0,16.8,79.0,2.0,,13.0,18.0,,1007.9,18.0,19.2,,1.0
2020-11-29,,5.0,15.7,82.2,3.0,,16.0,22.0,,1008.0,20.0,18.3,,1.0
2020-11-30,,5.0,14.3,79.2,3.0,,19.0,32.0,,1008.4,18.0,18.7,,1.0
2020-12-01,,5.0,14.6,80.0,3.0,,23.0,40.0,,1007.8,18.0,18.0,,2.0
2020-12-02,,5.0,15.4,79.3,4.0,,23.0,38.0,99.0,1007.0,19.0,18.7,,1.0
2020-12-03,,5.0,15.5,74.6,2.0,,20.0,33.0,,1007.2,18.0,18.3,,2.0
2020-12-04,,4.0,11.4,78.1,2.0,,8.0,10.0,,1008.3,17.0,15.8,,2.0
2020-12-05,,4.0,11.3,85.2,3.0,,12.0,15.0,,1008.4,4.0,15.9,,1.0
